Date,Open,High,Low,Close,Adj Close,Volume,Change
2020-09-29,138.666672,142.833328,137.199997,139.690002,139.690002,150657900,0.0074
2020-09-30,140.440002,144.643326,140.156662,143.003326,143.003326,144436800,0.0183
2020-10-01,146.919998,149.626663,144.806671,149.386673,149.386673,152224500,0.0168
2020-10-02,140.463333,146.376663,138.333328,138.363327,138.363327,214290000,-0.0150
2020-10-05,141.116669,144.546661,139.776672,141.893326,141.893326,134168400,0.0055
2020-10-06,141.263336,142.926666,135.350006,137.993332,137.993332,147438900,-0.0231
2020-10-07,139.956665,143.300003,137.949997,141.766663,141.766663,129383100,0.0129
2020-10-08,146.146667,146.333328,141.766663,141.973328,141.973328,121263300,-0.0286
2020-10-09,143.376663,144.863327,142.153336,144.666672,144.666672,86777100,0.0090
2020-10-12,147.333328,149.580002,146.193329,147.433334,147.433334,116373300,0.0007
2020-10-13,147.783340,149.630005,145.533340,148.883331,148.883331,103391100,0.0074
2020-10-14,149.926666,155.300003,149.116669,153.766663,153.766663,143639100,0.0256
2020-10-15,150.103333,152.190002,147.500000,149.626663,149.626663,107017200,-0.0032
2020-10-16,151.479996,151.983337,146.283340,146.556671,146.556671,98327700,-0.0325
2020-10-19,148.746674,149.000000,142.956665,143.610001,143.610001,108863400,-0.0345
2020-10-20,143.916672,143.916672,139.683334,140.646667,140.646667,94968900,-0.0227
2020-10-21,140.899994,144.316666,140.416672,140.880005,140.880005,97111500,-0.0001
2020-10-22,147.306671,148.410004,141.503326,141.929993,141.929993,119979600,-0.0365
2020-10-23,140.613327,140.963333,135.793335,140.210007,140.210007,101151000,-0.0029
2020-10-26,137.210007,141.919998,136.666672,140.093338,140.093338,84717600,0.0210
2020-10-27,141.253326,143.500000,140.033340,141.559998,141.559998,68059500,0.0022
2020-10-28,138.826660,139.533340,135.333328,135.339996,135.339996,76354200,-0.0251
2020-10-29,136.653336,139.353333,135.486664,136.943329,136.943329,67965900,0.0021
2020-10-30,135.633331,135.863327,126.370003,129.346664,129.346664,127533900,-0.0464
2020-11-02,131.333328,135.660004,130.766663,133.503326,133.503326,87063300,0.0165
2020-11-03,136.576660,142.589996,135.563339,141.300003,141.300003,103055100,0.0346
2020-11-04,143.539993,145.133331,139.033340,140.326660,140.326660,96429300,-0.0224
2020-11-05,142.766663,146.666672,141.333328,146.029999,146.029999,85243500,0.0229
2020-11-06,145.366669,145.523331,141.426666,143.316666,143.316666,65118000,-0.0141
2020-11-09,146.500000,150.833328,140.333328,140.419998,140.419998,104499000,-0.0415
2020-11-10,140.029999,140.029999,132.009995,136.786667,136.786667,90852600,-0.0232
2020-11-11,138.816666,139.566666,136.860001,139.043335,139.043335,52073100,0.0016
2020-11-12,138.350006,141.000000,136.506668,137.253326,137.253326,59565300,-0.0079
2020-11-13,136.949997,137.509995,133.886673,136.166672,136.166672,59313300,-0.0057
2020-11-16,136.309998,137.483337,134.696671,136.029999,136.029999,80515800,-0.0021
2020-11-17,153.389999,154.000000,144.336670,147.203339,147.203339,183564900,-0.0403
2020-11-18,149.449997,165.333328,147.833328,162.213333,162.213333,234132000,0.0854
2020-11-19,164.000000,169.536667,162.523331,166.423340,166.423340,187425900,0.0148
2020-11-20,165.996674,167.500000,163.020004,163.203339,163.203339,98735700,-0.0168
2020-11-23,167.833328,175.333328,167.263336,173.949997,173.949997,150780900,0.0364
2020-11-24,180.133331,186.663330,175.399994,185.126663,185.126663,160945500,0.0277
2020-11-25,183.353333,191.333328,181.789993,191.333328,191.333328,146790600,0.0435
2020-11-27,193.720001,199.593338,192.816666,195.253326,195.253326,112683300,0.0079
2020-11-30,200.736664,202.600006,184.836670,189.199997,189.199997,189009300,-0.0575
2020-12-01,199.196671,199.283340,190.683334,194.919998,194.919998,120310500,-0.0215
2020-12-02,185.479996,190.513336,180.403336,189.606674,189.606674,143327100,0.0222
2020-12-03,196.673340,199.656662,194.143326,197.793335,197.793335,127656000,0.0057
2020-12-04,197.003326,199.679993,195.166672,199.679993,199.679993,88203900,0.0136
2020-12-07,201.639999,216.263336,201.016663,213.919998,213.919998,168929100,0.0609
2020-12-08,208.503326,217.093338,206.166672,216.626663,216.626663,192795000,0.0390
2020-12-09,217.896667,218.106674,196.000000,201.493332,201.493332,213873600,-0.0753
2020-12-10,191.456665,209.250000,188.779999,209.023331,209.023331,201249600,0.0918
2020-12-11,205.003326,208.000000,198.933334,203.330002,203.330002,139425000,-0.0082
2020-12-14,206.333328,214.250000,203.399994,213.276672,213.276672,156121800,0.0337
2020-12-15,214.426666,215.633331,207.933334,211.083328,211.083328,135214500,-0.0156
2020-12-16,209.410004,210.833328,201.666672,207.589996,207.589996,126287400,-0.0087
2020-12-17,209.396667,219.606674,206.500000,218.633331,218.633331,168810300,0.0441
2020-12-18,222.966660,231.666672,209.513336,231.666672,231.666672,666378600,0.0390
2020-12-21,222.080002,222.833328,215.356674,216.619995,216.619995,174135900,-0.0246
2020-12-22,216.000000,216.626663,204.743332,213.446671,213.446671,155148000,-0.0118
2020-12-23,210.733337,217.166672,207.523331,215.326660,215.326660,99519000,0.0218
2020-12-24,214.330002,222.029999,213.666672,220.589996,220.589996,68596800,0.0292
2020-12-28,224.836670,227.133331,220.266663,221.229996,221.229996,96835800,-0.0160
2020-12-29,220.333328,223.300003,218.333328,221.996674,221.996674,68732400,0.0075
2020-12-30,224.000000,232.199997,222.786667,231.593338,231.593338,128538000,0.0339
2020-12-31,233.330002,239.573334,230.373337,235.223328,235.223328,148949700,0.0081
2021-01-04,239.820007,248.163330,239.063339,243.256668,243.256668,145914600,0.0143
2021-01-05,241.220001,246.946671,239.733337,245.036667,245.036667,96735600,0.0158
2021-01-06,252.830002,258.000000,249.699997,251.993332,251.993332,134100000,-0.0033
2021-01-07,259.209991,272.329987,258.399994,272.013336,272.013336,154496700,0.0494
2021-01-08,285.333344,294.829987,279.463318,293.339996,293.339996,225166500,0.0281
2021-01-11,283.133331,284.809998,267.873322,270.396667,270.396667,177904800,-0.0450
2021-01-12,277.000000,289.333344,275.779999,283.146667,283.146667,138812100,0.0222
2021-01-13,284.253326,286.823334,277.333344,284.803345,284.803345,99937500,0.0019
2021-01-14,281.130005,287.666656,279.583344,281.666656,281.666656,93798900,0.0019
2021-01-15,284.000000,286.633331,273.033325,275.386658,275.386658,116332800,-0.0303
2021-01-19,279.266663,283.333344,277.666656,281.516663,281.516663,76101000,0.0081
2021-01-20,286.246674,286.500000,279.093323,283.483337,283.483337,76997700,-0.0097
2021-01-21,285.000000,285.239990,280.473328,281.663330,281.663330,61563300,-0.0117
2021-01-22,278.103333,282.666656,276.206665,282.213318,282.213318,60199500,0.0148
2021-01-25,285.000000,300.133331,279.606659,293.600006,293.600006,123520200,0.0302
2021-01-26,297.126678,298.633331,290.533325,294.363342,294.363342,69394800,-0.0093
2021-01-27,290.116669,297.166656,286.220001,288.053345,288.053345,82002000,-0.0071
2021-01-28,273.333344,282.666656,267.000000,278.476654,278.476654,79134000,0.0188
2021-01-29,276.666656,280.803345,260.033325,264.510010,264.510010,104972400,-0.0439
2021-02-01,271.429993,280.666656,265.186676,279.936676,279.936676,76174200,0.0313
2021-02-02,281.559998,293.500000,280.733337,290.929993,290.929993,73038600,0.0333
2021-02-03,292.339996,292.693329,284.353333,284.896667,284.896667,55030500,-0.0255
2021-02-04,285.000000,285.500000,277.806671,283.329987,283.329987,47438100,-0.0059
2021-02-05,281.666656,288.256653,279.656677,284.076660,284.076660,55699800,0.0086
2021-02-08,289.890015,292.589996,284.916656,287.806671,287.806671,60485100,-0.0072
2021-02-09,285.040009,286.600006,280.583344,283.153320,283.153320,45473100,-0.0066
2021-02-10,281.213318,281.606659,266.673340,268.273346,268.273346,108648300,-0.0460
2021-02-11,270.813324,276.626678,267.243347,270.553345,270.553345,64868400,-0.0010
2021-02-12,267.086670,272.443329,261.776672,272.040009,272.040009,71304900,0.0185
2021-02-16,272.666656,273.666656,264.146667,265.406677,265.406677,59406900,-0.0266
2021-02-17,259.696655,266.613342,254.003326,266.049988,266.049988,77989500,0.0245
2021-02-18,260.299988,264.896667,258.756653,262.459991,262.459991,53871300,0.0083
2021-02-19,265.000000,265.596680,259.123322,260.433319,260.433319,56874900,-0.0172
2021-02-22,254.213333,256.166656,236.733337,238.166672,238.166672,111809100,-0.0631
2021-02-23,220.710007,237.869995,206.333328,232.946671,232.946671,199820700,0.0554
2021-02-24,237.283340,248.333328,231.389999,247.339996,247.339996,110301000,0.0424
2021-02-25,242.050003,245.736664,223.526672,227.406662,227.406662,117071700,-0.0605
2021-02-26,233.333328,235.566666,219.836670,225.166672,225.166672,123267600,-0.0350
2021-03-01,230.036667,239.666672,228.350006,239.476669,239.476669,81408600,0.0410
2021-03-02,239.426666,240.369995,228.333328,228.813339,228.813339,71196600,-0.0443
2021-03-03,229.330002,233.566666,217.236664,217.733337,217.733337,90624000,-0.0506
2021-03-04,218.600006,222.816666,200.000000,207.146667,207.146667,197758500,-0.0524
2021-03-05,208.686661,209.279999,179.830002,199.316666,199.316666,268189500,-0.0449
2021-03-08,200.183334,206.710007,186.263336,187.666672,187.666672,155361000,-0.0625
2021-03-09,202.726669,226.029999,198.403336,224.526672,224.526672,202569900,0.1075
2021-03-10,233.433334,239.283340,218.353333,222.686661,222.686661,181817100,-0.0460
2021-03-11,233.133331,234.166672,225.726669,233.199997,233.199997,108761700,0.0003
2021-03-12,223.333328,231.626663,222.046661,231.243332,231.243332,100751400,0.0354
2021-03-15,231.363327,237.726669,228.013336,235.979996,235.979996,88006800,0.0200
2021-03-16,234.449997,235.973328,223.666672,225.626663,225.626663,96587100,-0.0376
2021-03-17,218.956665,234.576660,217.003326,233.936661,233.936661,121117500,0.0684
2021-03-18,228.096664,229.743332,217.333328,217.720001,217.720001,99674400,-0.0455
2021-03-19,215.533340,219.076660,208.206665,218.289993,218.289993,128682000,0.0128
2021-03-22,228.196671,233.206665,222.916672,223.333328,223.333328,118536600,-0.0213
2021-03-23,225.256668,225.933334,219.169998,220.720001,220.720001,91475700,-0.0201
2021-03-24,222.636673,222.673340,210.036667,210.089996,210.089996,101385600,-0.0564
2021-03-25,204.333328,215.166672,203.166672,213.463333,213.463333,117674700,0.0447
2021-03-26,213.956665,214.606674,199.963333,206.236664,206.236664,101558400,-0.0361
2021-03-29,205.213333,205.493332,198.673340,203.763336,203.763336,85911000,-0.0071
2021-03-30,200.583328,212.553329,197.003326,211.873337,211.873337,118297200,0.0563
2021-03-31,215.539993,224.000000,213.703339,222.643326,222.643326,100011900,0.0330
2021-04-01,229.456665,230.806671,219.806671,220.583328,220.583328,105895200,-0.0387
2021-04-05,235.903336,236.053329,228.233337,230.350006,230.350006,125528400,-0.0235
2021-04-06,230.100006,232.183334,227.123337,230.539993,230.539993,84815400,0.0019
2021-04-07,229.000000,230.460007,222.613327,223.656662,223.656662,78928200,-0.0233
2021-04-08,225.793335,229.850006,223.883331,227.933334,227.933334,71772900,0.0095
2021-04-09,225.923340,226.990005,223.143326,225.673340,225.673340,64311300,-0.0011
2021-04-12,228.566666,234.933334,227.363327,233.993332,233.993332,87407100,0.0237
2021-04-13,237.566666,254.333328,236.886673,254.106674,254.106674,133958400,0.0696
2021-04-14,256.899994,260.263336,242.676666,244.076660,244.076660,147052200,-0.0499
2021-04-15,247.699997,247.896667,240.436661,246.283340,246.283340,83546700,-0.0057
