Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,78.025002,78.500000,77.305000,78.424500,78.424500,18640000
2020-07-23,78.348503,78.593498,75.369598,75.783997,75.783997,32552000
2020-07-24,74.946503,75.881798,74.419998,75.593498,75.593498,30880000
2020-07-27,75.779999,77.048500,75.760498,76.510002,76.510002,24920000
2020-07-28,76.259003,76.323997,74.883003,75.016998,75.016998,34044000
2020-07-29,75.316002,76.562599,75.066498,76.100998,76.100998,22130000
2020-07-30,74.849998,76.893501,74.611000,76.572502,76.572502,33428000
2020-07-31,75.250504,75.447502,72.701500,74.148003,74.148003,68798000
2020-08-03,74.332001,74.523499,73.281998,73.722504,73.722504,46604000
2020-08-04,73.828499,74.278000,72.932503,73.248497,73.248497,38070000
2020-08-05,73.464996,74.120499,73.172997,73.680496,73.680496,39590000
2020-08-06,73.587502,75.119499,73.300003,75.004997,75.004997,39908000
2020-08-07,75.000000,75.842247,74.082001,74.724503,74.724503,31556000
2020-08-10,74.359001,75.203751,73.653999,74.805000,74.805000,25786000
2020-08-11,74.622002,75.500000,73.900002,74.015999,74.015999,29088000
2020-08-12,74.278999,75.619301,74.262497,75.331001,75.331001,28740000
2020-08-13,75.516998,76.862503,75.400253,75.922501,75.922501,29104000
2020-08-14,75.782997,76.095001,75.143997,75.386497,75.386497,27096000
2020-08-17,75.733498,76.280502,75.398499,75.899002,75.899002,27566000
2020-08-18,76.308998,78.123497,76.185501,77.930000,77.930000,40542000
2020-08-19,77.665497,78.683998,77.197502,77.376503,77.376503,33212000
2020-08-20,77.172501,79.293503,76.910004,79.087502,79.087502,34138000
2020-08-21,78.851501,79.886002,78.400253,79.021004,79.021004,28930000
2020-08-24,79.698997,80.708504,79.028503,79.410004,79.410004,28198000
2020-08-25,79.103500,80.581001,79.103500,80.411003,80.411003,44942000
2020-08-26,80.400002,82.960999,80.180000,82.619003,82.619003,79868000
2020-08-27,82.683998,82.750000,81.287498,81.716499,81.716499,37232000
2020-08-28,81.674500,82.358498,81.537498,82.220497,82.220497,29980000
2020-08-31,82.394501,82.398247,81.515503,81.709000,81.709000,36468000
2020-09-01,81.831497,83.286499,81.611000,83.035500,83.035500,36506000
2020-09-02,83.688751,86.658997,83.316498,86.414001,86.414001,50224000
2020-09-03,85.485703,85.485703,80.752998,82.092003,82.092003,62156000
2020-09-04,81.212997,82.255501,77.380653,79.552002,79.552002,52172000
2020-09-08,76.675499,78.193253,76.400497,76.619499,76.619499,52218000
2020-09-09,77.876503,78.449997,76.802551,77.848000,77.848000,35494000
2020-09-10,78.031998,79.204048,76.290253,76.600998,76.600998,32372000
2020-09-11,76.800003,78.760002,74.867996,76.036003,76.036003,31942000
2020-09-14,76.950249,78.199997,75.787003,75.963997,75.963997,33932000
2020-09-15,76.800003,77.978500,76.591751,77.071999,77.071999,26622000
2020-09-16,77.777000,78.099998,75.990997,76.044998,76.044998,26234000
2020-09-17,74.800003,75.414902,73.500000,74.776497,74.776497,37596000
2020-09-18,74.900497,75.150146,71.856499,72.999496,72.999496,62078000
2020-09-21,72.002998,72.417999,70.327499,71.557999,71.557999,57776000
2020-09-22,72.504501,73.475998,71.726501,73.273003,73.273003,31664000
2020-09-23,72.939003,73.047997,70.385002,70.760498,70.760498,33148000
2020-09-24,70.551498,72.185448,70.492500,71.414497,71.414497,29004000
2020-09-25,71.631500,72.500000,70.667000,72.248001,72.248001,26460000
2020-09-28,73.710503,73.839996,72.465050,73.225998,73.225998,40158000
2020-09-29,73.519501,73.833153,72.940247,73.466499,73.466499,19564000
2020-09-30,73.339996,74.487503,72.994003,73.480003,73.480003,34032000
2020-10-01,74.213501,74.952003,73.960503,74.504501,74.504501,35590000
2020-10-02,73.101501,74.160004,72.545998,72.920998,72.920998,25682000
2020-10-05,73.310501,74.410500,73.213501,74.301003,74.301003,22266000
2020-10-06,73.778999,74.337997,72.429497,72.671997,72.671997,24908000
2020-10-07,73.214500,73.447998,71.800003,73.014503,73.014503,34924000
2020-10-08,73.254501,74.500000,73.254501,74.296501,74.296501,23756000
2020-10-09,74.735001,75.825996,74.472504,75.761002,75.761002,28706000
2020-10-12,77.150002,79.693001,76.628502,78.457497,78.457497,49652000
2020-10-13,79.186501,79.500000,78.160004,78.584000,78.584000,32020000
2020-10-14,78.929497,79.384201,77.526497,78.403999,78.403999,38586000
2020-10-15,77.357498,78.755249,77.251503,77.956497,77.956497,30800000
2020-10-16,78.292503,79.056503,78.150002,78.650497,78.650497,28694000
2020-10-19,79.023003,79.407501,76.400002,76.730499,76.730499,32142000
2020-10-20,76.352501,78.875000,76.283501,77.796501,77.796501,44834000
2020-10-21,78.666496,80.936501,78.581497,79.665497,79.665497,51366000
2020-10-22,79.652496,81.099503,79.250000,80.766502,80.766502,28672000
2020-10-23,81.303497,82.117996,81.025497,82.050003,82.050003,27516000
2020-10-26,81.250504,81.912003,78.824997,79.522499,79.522499,37066000
2020-10-27,79.783501,80.342247,79.139000,80.212997,80.212997,24580000
2020-10-28,77.987000,78.067497,75.731003,75.831001,75.831001,36680000
2020-10-29,76.117996,79.685501,76.112000,78.362000,78.362000,40062000
2020-10-30,83.605499,84.349998,80.223000,81.050499,81.050499,86582000
2020-11-02,81.407997,83.038498,80.801498,81.301498,81.301498,50708000
2020-11-03,81.588997,83.084999,80.831001,82.510498,82.510498,33234000
2020-11-04,85.514000,88.568253,85.301498,87.456497,87.456497,71418000
2020-11-05,89.050003,89.681999,87.525497,88.168503,88.168503,41316000
2020-11-06,87.697502,88.621498,87.017502,88.087502,88.087502,33218000
2020-11-09,89.544998,90.903000,88.000999,88.150002,88.150002,45366000
2020-11-10,86.554497,88.150002,85.864998,87.019501,87.019501,52722000
2020-11-11,87.500000,88.210999,87.368248,87.635498,87.635498,25280000
2020-11-12,87.381500,88.413498,87.279999,87.491997,87.491997,24950000
2020-11-13,87.881500,89.052002,87.227501,88.850998,88.850998,29998000
2020-11-16,88.584999,89.953499,88.384499,89.069000,89.069000,24936000
2020-11-17,88.847000,89.250000,88.349998,88.507500,88.507500,22942000
2020-11-18,88.261497,88.673500,87.306999,87.338997,87.338997,23470000
2020-11-19,86.918999,88.479500,86.850250,88.195999,88.195999,24998000
2020-11-20,88.260498,88.699997,87.093002,87.109497,87.109497,46270000
2020-11-23,87.480003,87.695000,85.886002,86.742996,86.742996,43232000
2020-11-24,86.525002,88.580002,86.384499,88.444000,88.444000,31560000
2020-11-25,88.644501,88.927002,87.827003,88.571503,88.571503,20916000
2020-11-27,88.654503,90.199997,88.622002,89.659500,89.659500,17698000
2020-11-30,89.059196,89.403252,87.750000,88.037003,88.037003,36476000
2020-12-01,88.718498,91.241501,88.468498,89.904999,89.904999,34738000
2020-12-02,89.904999,91.782501,89.473648,91.397499,91.397499,24440000
2020-12-03,91.200500,92.360001,91.132500,91.338501,91.338501,24546000
2020-12-04,91.225998,91.657997,90.849503,91.399498,91.399498,27564000
2020-12-07,90.949997,91.618500,90.289001,90.973999,90.973999,26418000
2020-12-08,90.504997,91.095001,89.810249,90.927498,90.927498,21926000
2020-12-09,90.600502,91.713501,88.390503,89.206497,89.206497,30152000
2020-12-10,88.489998,89.065498,87.015999,88.766502,88.766502,27256000
2020-12-11,88.153000,89.222504,88.000000,89.088501,89.088501,24414000
2020-12-14,88.750000,89.869499,87.860748,88.002998,88.002998,32004000
2020-12-15,88.221001,88.570999,87.497498,88.388496,88.388496,29646000
2020-12-16,88.643997,88.650002,87.804001,88.150002,88.150002,30270000
2020-12-17,88.425499,88.589203,86.932999,87.394997,87.394997,32494000
2020-12-18,87.709000,87.755501,86.011002,86.550499,86.550499,80328000
2020-12-21,85.675499,87.042503,84.949997,86.968498,86.968498,36568000
2020-12-22,86.721497,86.870247,85.628754,86.175003,86.175003,18734000
2020-12-23,86.405502,87.399498,86.251999,86.619003,86.619003,20676000
2020-12-24,86.750000,87.300003,86.455498,86.942497,86.942497,6936000
2020-12-28,87.581749,89.536400,87.316750,88.804497,88.804497,27860000
2020-12-29,89.389503,89.622002,87.804497,87.935997,87.935997,25988000
2020-12-30,88.100502,88.254753,86.279999,86.975998,86.975998,26122000
2020-12-31,86.771004,87.946503,86.771004,87.594002,87.594002,20238000
2021-01-04,87.876999,88.032501,85.392502,86.412003,86.412003,38038000
2021-01-05,86.250000,87.383499,85.900749,87.045998,87.045998,22906000
2021-01-06,85.131500,87.400002,84.949997,86.764503,86.764503,52042000
2021-01-07,87.002998,89.419998,86.852501,89.362503,89.362503,45300000
2021-01-08,89.399002,90.491997,88.676750,90.360497,90.360497,41012000
2021-01-11,89.303497,89.715752,88.026001,88.335999,88.335999,24194000
2021-01-12,87.695999,88.902000,86.265503,87.327499,87.327499,27140000
2021-01-13,86.929001,88.251747,86.900497,87.720001,87.720001,21882000
2021-01-14,87.681000,88.750504,86.669998,87.009003,87.009003,23590000
2021-01-15,86.909500,87.800003,86.077499,86.809502,86.809502,26844000
2021-01-19,87.612503,90.463753,87.072998,89.542999,89.542999,34692000
2021-01-20,91.572998,95.185501,91.276497,94.345001,94.345001,49806000
2021-01-21,94.900002,96.742996,94.355499,94.562500,94.562500,41278000
2021-01-22,94.783997,95.547501,94.087997,95.052498,95.052498,25442000
2021-01-25,96.033501,96.478996,93.376503,94.970001,94.970001,38546000
2021-01-26,94.442001,96.250000,94.212250,95.862000,95.862000,26262000
2021-01-27,94.126503,94.500000,90.449997,91.539497,91.539497,54966000
2021-01-28,92.196999,94.941498,92.132004,93.155502,93.155502,35462000
2021-01-29,92.308502,92.863998,90.510002,91.787003,91.787003,32252000
2021-02-01,92.678497,96.119598,92.546501,95.067497,95.067497,32044000
2021-02-02,96.127998,97.788002,95.724503,96.375504,96.375504,45474000
2021-02-03,103.650002,105.824997,100.918999,103.503502,103.503502,82364000
2021-02-04,103.444504,103.927498,102.129501,103.118500,103.118500,37046000
2021-02-05,103.500000,105.125504,102.966499,104.900002,104.900002,30702000
2021-02-08,105.295502,106.177353,103.599998,104.645500,104.645500,24838000
2021-02-09,103.927002,105.256500,103.927002,104.175499,104.175499,17798000
2021-02-10,104.710503,105.418503,103.154503,104.768997,104.768997,22710000
2021-02-11,104.975502,105.101501,103.865997,104.794502,104.794502,18914000
2021-02-12,104.512497,105.441002,104.156502,105.205498,105.205498,17114000
2021-02-16,105.218002,107.634003,105.218002,106.095001,106.095001,22676000
2021-02-17,105.000000,106.682999,104.945999,106.415497,106.415497,21418000
2021-02-18,105.519501,106.636749,105.185501,105.860001,105.860001,22432000
2021-02-19,105.963501,106.526497,104.870499,105.056999,105.056999,29148000
2021-02-22,103.349998,104.570999,103.107002,103.244003,103.244003,27350000
2021-02-23,101.250504,104.100502,100.100998,103.542999,103.542999,33348000
2021-02-24,102.091499,105.039001,101.906502,104.758499,104.758499,24966000
2021-02-25,103.372498,104.744003,101.064499,101.568001,101.568001,36568000
2021-02-26,102.526001,103.550499,100.803001,101.843002,101.843002,41670000
2021-03-01,102.825996,104.325996,102.305000,104.075500,104.075500,28090000
2021-03-02,103.809502,105.218498,103.563004,103.792000,103.792000,22692000
2021-03-03,103.360497,104.425903,100.500000,101.335503,101.335503,29684000
2021-03-04,101.168503,104.461998,101.013496,102.454498,102.454498,42360000
2021-03-05,103.655998,105.905502,102.320747,105.427002,105.427002,43904000
2021-03-08,105.056503,106.440498,101.080498,101.208504,101.208504,32948000
2021-03-09,103.500000,103.902000,102.391502,102.635002,102.635002,33946000
2021-03-10,103.587997,103.750000,101.668503,102.751503,102.751503,25372000
2021-03-11,103.703003,106.285004,103.619003,105.738503,105.738503,24782000
2021-03-12,104.250000,104.513000,102.377502,103.096001,103.096001,34516000
2021-03-15,103.114998,103.352997,102.175499,103.324501,103.324501,25962000
2021-03-16,103.949501,106.178001,103.500000,104.625999,104.625999,29832000
2021-03-17,103.801498,105.488998,102.699997,104.554001,104.554001,25980000
2021-03-18,103.050003,103.775002,101.677498,101.810997,101.810997,27228000
2021-03-19,102.102501,102.654999,100.884003,102.160004,102.160004,46298000
2021-03-22,102.092003,102.899498,101.303497,101.929497,101.929497,39096000
2021-03-23,102.584999,103.615097,101.960999,102.648003,102.648003,27340000
2021-03-24,103.268501,103.910500,102.077751,102.252998,102.252998,23080000
2021-03-25,102.240501,102.943497,100.536499,102.218002,102.218002,28378000
2021-03-26,101.943001,102.549500,100.700996,101.777496,101.777496,29870000
2021-03-29,101.393997,102.921501,100.780998,102.797501,102.797501,24596000
2021-03-30,102.881500,103.539001,102.201500,102.777000,102.777000,20732000
2021-03-31,102.956001,104.666351,102.837250,103.431503,103.431503,29198000
2021-04-01,104.897499,107.147003,104.844498,106.887497,106.887497,33980000
2021-04-05,107.647003,111.865501,107.581001,111.277496,111.277496,43298000
2021-04-06,111.125000,111.883003,110.739998,111.237503,111.237503,27060000
2021-04-07,111.306503,112.750000,111.266502,112.484001,112.484001,25798000
2021-04-08,113.898003,114.200249,112.884003,113.272003,113.272003,27166000
2021-04-09,112.834999,114.452003,112.685699,114.293999,114.293999,20888000
2021-04-12,113.312500,113.765999,111.923248,112.739502,112.739502,31318000
2021-04-13,113.073502,113.860497,112.804497,113.363503,113.363503,23310000
2021-04-14,113.758003,113.899498,112.459503,112.741997,112.741997,20220000
2021-04-15,113.848999,115.329849,113.300003,114.833000,114.833000,27472000
